NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
1,모가디슈,류승완,"(주)덱스터스튜디오,(주)외유내강,(주)필름케이",,롯데컬처웍스(주)롯데엔터테인먼트,2021-07-,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화
2,블랙 위도우,케이트 쇼트랜드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-07-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
3,싱크홀,김지훈,(주)더타워픽쳐스,,(주)쇼박스,2021-08-,개봉영화,장편,한국,,,,,,코미디,12세이상관람가,일반영화
4,인질,필감성,"(주)외유내강,(주)샘컴퍼니",,(주)넥스트엔터테인먼트월드(NEW),2021-08-,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화
5,보스 베이비 2,톰 맥그라스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-07-,개봉영화,장편,미국,,,,,,애니메이션,전체관람가,일반영화
6,랑종,반종 피산다나쿤,(주)노던크로스,,(주)쇼박스,2021-07-,개봉영화,장편,한국,,,,,,공포(호러),청소년관람불가,일반영화
7,발신제한,김창주,"(주)티피에스컴퍼니,(주)씨제이이엔엠",,(주)씨제이이엔엠,2021-06-,개봉영화,장편,한국,,,,,,스릴러,15세이상관람가,일반영화
8,크루엘라,크레이그 질레스피,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-05-,개봉영화,장편,미국,,,,,,드라마,12세이상관람가,일반영화
9,더 수어사이드 스쿼드,제임스 건,,워너브러더스 코리아(주),워너브러더스 코리아(주),2021-08-,개봉영화,장편,미국,,,,,,액션,청소년관람불가,일반영화
10,프리 가이,숀 레비,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-08-,개봉영화,장편,미국,750.0,,,,,액션,12세이상관람가,일반영화
11,정글 크루즈,자움 콜렛 세라,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-07-,개봉영화,장편,미국,831.0,,,,,액션,12세이상관람가,일반영화
12,이스케이프 룸 2: 노 웨이 아웃,애덤 로비텔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-07-,개봉영화,장편,미국,728.0,,,,,액션,15세이상관람가,일반영화
13,콰이어트 플레이스 2,존 크래신스키,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2021-06-,개봉영화,장편,미국,,,,,,스릴러,15세이상관람가,일반영화
14,방법: 재차의,김용완,"클라이맥스 스튜디오(주),(주)씨제이이엔엠,스튜디오 드래곤,(주)키이스트",,(주)씨제이이엔엠,2021-07-,개봉영화,장편,한국,838.0,,,,,미스터리,15세이상관람가,일반영화
15,올드,M. 나이트 샤말란,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-08-,개봉영화,장편,미국,551.0,,,,,공포(호러),12세이상관람가,일반영화
16,루카,엔리코 카사로사,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-06-,개봉영화,장편,미국,856.0,,,,,애니메이션,전체관람가,일반영화
17,킬러의 보디가드 2,패트릭 휴즈,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2021-06-,개봉영화,장편,미국,975.0,,,,,액션,청소년관람불가,일반영화
18,귀문,심덕근,"(주)고스트픽처스,(주)주피터필름",,씨제이 씨지브이(CJ CGV)(주),2021-08-,개봉영화,장편,한국,692.0,,,,,미스터리,15세이상관람가,일반영화
19,미드나이트,권오승,(주)페퍼민트앤컴퍼니,,씨제이 씨지브이(CJ CGV)(주),2021-06-,개봉영화,장편,한국,693.0,,,,,스릴러,15세이상관람가,일반영화
20,극장판 도라에몽: 진구의 신공룡,이마이 카즈아키,,대원미디어(주),(주)리틀빅픽쳐스,2021-08-,개봉영화,장편,일본,502.0,,,,,애니메이션,전체관람가,일반영화
21,퍼피 구조대 더 무비,캘런 브런커,,,롯데컬처웍스(주)롯데엔터테인먼트,2021-08-,개봉영화,장편,미국,355.0,,,,,애니메이션,전체관람가,일반영화
22,꽃다발 같은 사랑을 했다,도이 노부히로,,(주)미디어캐슬,"(주)리틀빅픽쳐스,(주)레드로버",2021-07-,개봉영화,장편,일본,198.0,,,,,멜로/로맨스,12세이상관람가,독립/예술영화
23,레미니센스,리사 조이,,워너브러더스 코리아(주),워너브러더스 코리아(주),2021-08-,개봉영화,장편,미국,548.0,,,,,SF,12세이상관람가,일반영화
24,은혼 더 파이널,,,에스엠지홀딩스 주식회사,워터홀컴퍼니(주),2021-07-,개봉영화,장편,일본,170.0,,,,,애니메이션,15세이상관람가,일반영화
25,인 더 하이츠,존 추,,워너브러더스 코리아(주),워너브러더스 코리아(주),2021-06-,개봉영화,장편,미국,649.0,,,,,뮤지컬,12세이상관람가,일반영화
26,괴기맨숀,조바른,(주)엠씨엠씨,,(주)콘텐츠판다,2021-06-,개봉영화,장편,한국,131.0,,,,,공포(호러),15세이상관람가,일반영화
27,아이스 로드,조나단 헨스라이,,(유)조이앤시네마,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",2021-07-,개봉영화,장편,미국,344.0,,,,,스릴러,12세이상관람가,일반영화
28,컨저링3: 악마가 시켰다,마이클 차베즈,,워너브러더스 코리아(주),워너브러더스 코리아(주),2021-06-,개봉영화,장편,미국,,,,,,공포(호러),15세이상관람가,일반영화
29,여름날 우리,한톈,,찬란,"찬란,메가박스중앙(주)",2021-08-,개봉영화,장편,중국,262.0,,,,,코미디,12세이상관람가,독립/예술영화
30,그린 나이트,데이빗 로워리,,찬란,(주)팝엔터테인먼트,2021-08-,개봉영화,장편,미국,235.0,,,,,어드벤처,15세이상관람가,독립/예술영화
31,스페이스 잼: 새로운 시대,말콤 D. 리,,워너브러더스 코리아(주),워너브러더스 코리아(주),2021-07-,개봉영화,장편,미국,521.0,,,,,애니메이션,전체관람가,일반영화
32,체르노빌 1986,다닐라 코즈로브스키,,주식회사 풍경소리,(주)팝엔터테인먼트,2021-06-,개봉영화,장편,러시아,182.0,,,,,액션,12세이상관람가,독립/예술영화
33,오필리아,클레어 맥카시,,그린나래미디어(주),(주)홈초이스,2021-07-,개봉영화,장편,미국,117.0,,,,,멜로/로맨스,15세이상관람가,독립/예술영화
34,블랙핑크 더 무비,"오윤동,정수이",씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2021-08-,개봉영화,장편,한국,147.0,,,,,공연,전체관람가,일반영화
35,이번엔 잘 되겠지,이승수,무진영화사,,THE 픽쳐스,2021-07-,개봉영화,장편,한국,48.0,,,,,코미디,15세이상관람가,독립/예술영화
36,호스트: 접속금지,롭 새비지,,씨네쿼넌 픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2021-07-,개봉영화,장편,영국,148.0,,,,,공포(호러),15세이상관람가,독립/예술영화
37,분노의 질주: 더 얼티메이트,저스틴 린,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-05-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
38,빛나는 순간,소준문,"(주)명필름,웬에버스튜디오,명필름랩",,"(주)명필름,(주)씨네필운",2021-06-,개봉영화,장편,한국,267.0,,,,,드라마,12세이상관람가,독립/예술영화
39,피닉스,크리스티안 펫졸드,,M&M 인터내셔널,M&M 인터내셔널,2021-07-,개봉영화,장편,독일,54.0,,,,,드라마,12세이상관람가,독립/예술영화
40,남색대문,이치엔,,오드,오드,2021-08-,개봉영화,장편,대만,79.0,,,,,드라마,12세이상관람가,독립/예술영화
41,팜 스프링스,맥스 바버카우,,그린나래미디어(주),(주)디스테이션,2021-08-,개봉영화,장편,미국,83.0,,,,,코미디,15세이상관람가,독립/예술영화
42,코다,션 헤이더,,판씨네마(주),판씨네마(주),2021-08-,개봉영화,장편,프랑스,293.0,,,,,드라마,12세이상관람가,독립/예술영화
43,매직아치,바실리 로벤스키,,(주)영화사 빅,(주)영화사 빅,2021-07-,개봉영화,장편,러시아,181.0,,,,677.0,애니메이션,전체관람가,일반영화
44,"우리, 둘",,,그린나래미디어(주),"그린나래미디어(주),(주)버킷스튜디오",2021-07-,개봉영화,장편,프랑스,54.0,,,,,드라마,12세이상관람가,독립/예술영화
45,액션히어로,이진호,한국예술종합학교 산학협력단,,(주)트리플픽쳐스,2021-07-,개봉영화,장편,한국,110.0,,,,,액션,12세이상관람가,독립/예술영화
46,극장판 귀멸의 칼날: 무한열차편,소토자키 하루오,,에스엠지홀딩스 주식회사,워터홀컴퍼니(주),2021-01-,개봉영화,장편,일본,380.0,,,,,애니메이션,15세이상관람가,일반영화
47,나는 나대로 혼자서 간다,오키타 슈이치,,(주)영화사 진진,(주)영화사 진진,2021-07-,개봉영화,장편,일본,23.0,,,,,드라마,12세이상관람가,독립/예술영화
48,다크 앤드 위키드,브라이언 버티노,,(주)히스토리필름,와이드 릴리즈(주),2021-06-,개봉영화,장편,미국,164.0,,,,,공포(호러),15세이상관람가,일반영화
49,블라이스 스피릿,에드워드 홀,,,(주)이놀미디어,2021-06-,개봉영화,장편,영국,135.0,,,,,판타지,12세이상관람가,독립/예술영화
50,학교 가는 길,김정인,(주)마로스튜디오,,(주)영화사 진진,2021-05-,개봉영화,장편,한국,90.0,,,,841.0,다큐멘터리,12세이상관람가,독립/예술영화
51,와인 패밀리,숀 시스터나,,해피송,해피송,2021-07-,개봉영화,장편,캐나다,35.0,,,,,드라마,12세이상관람가,독립/예술영화
52,트립 투 그리스,마이클 윈터바텀,,찬란,"찬란,하이, 스트레인저",2021-07-,개봉영화,장편,영국,48.0,,,,,코미디,15세이상관람가,독립/예술영화
53,갈매기,김미조,DGC,,(주)영화사 진진,2021-07-,개봉영화,장편,한국,42.0,,,,,드라마,15세이상관람가,독립/예술영화
54,더 퍼지: 포에버,에베라도 발레리오 구트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-07-,개봉영화,장편,미국,52.0,,,,,스릴러,청소년관람불가,일반영화
55,다이노 마이 프렌드,종위,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2021-08-,개봉영화,장편,중국,185.0,,,,462.0,애니메이션,전체관람가,일반영화
56,웬디,벤 제틀린,,(주)영화사 진진,"(주)영화사 진진,하이, 스트레인저",2021-06-,개봉영화,장편,미국,79.0,,,,,드라마,12세이상관람가,독립/예술영화
57,워스,사라 코랑겔로,,미디어소프트,(주)홈초이스,2021-07-,개봉영화,장편,미국,65.0,,,,,드라마,12세이상관람가,독립/예술영화
58,잘리카투,,,주식회사 슈아픽처스,주식회사 슈아픽처스,2021-08-,개봉영화,장편,기타,45.0,,,,,액션,15세이상관람가,독립/예술영화
59,시카다 3301,앨런 리치슨,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,2021-07-,개봉영화,장편,미국,26.0,,,,,액션,청소년관람불가,일반영화
60,극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 팔라딘; 아가트람,아라이 카즈토,,(주)애니플러스,(주)애니플러스,2021-08-,개봉영화,장편,일본,44.0,,,,,애니메이션,15세이상관람가,일반영화
61,크레센도,드로르 자하비,,(주)티캐스트,(주)티캐스트,2021-06-,개봉영화,장편,독일,57.0,,,,,드라마,12세이상관람가,독립/예술영화
62,암살자들,,,주식회사 더쿱,"주식회사 왓챠,주식회사 더쿱",2021-08-,개봉영화,장편,미국,39.0,,,,,다큐멘터리,15세이상관람가,독립/예술영화
63,낫아웃,이정곤,"이안필름,(주)키즈리턴",,"(주)케이티알파,판씨네마(주)",2021-06-,개봉영화,장편,한국,203.0,,,,,드라마,15세이상관람가,독립/예술영화
64,킬러의 보디가드 2: 킬러의 와이프,패트릭 휴즈,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2021-08-,개봉영화,장편,미국,30.0,,,,,액션,15세이상관람가,일반영화
65,더 그레이트 샤크,,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2021-08-,개봉영화,장편,헝가리,106.0,,,,927.0,공포(호러),12세이상관람가,일반영화
66,귀신,정하용,주식회사 시네마천국,,(주)스튜디오 보난자,2021-08-,개봉영화,장편,한국,31.0,,,,,공포(호러),청소년관람불가,독립/예술영화
67,박강아름 결혼하다,박강아름,창작집단3355 (A.3355),,(주)영화사 진진,2021-08-,개봉영화,장편,한국,32.0,,,,,다큐멘터리,전체관람가,독립/예술영화
68,코드 카림,페드리코 알로토,,(주)월드시네마,(주)월드시네마,2021-08-,개봉영화,장편,이탈리아,21.0,,,,,액션,15세이상관람가,독립/예술영화
69,옥스포드 살인사건,알렉스 드 라 이글레시아,,(주)영화사 안다미로,(주)팝엔터테인먼트,2021-07-,개봉영화,장편,스페인,91.0,,,,,범죄,15세이상관람가,독립/예술영화
70,뱅드림! 로젤리아 에피소드Ⅰ: 약속,카키모토 코다이,,(주)애니플러스,(주)애니플러스,2021-06-,개봉영화,장편,일본,141.0,,,,,애니메이션,전체관람가,일반영화
71,숏버스 이별행,"유현,김세희,김홍기,원은선",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-07-,개봉영화,장편,한국,53.0,,,,,코미디,15세이상관람가,독립/예술영화
72,나만 보이니,임용재,유한회사 영화사 반딧불,,(주)디스테이션,2021-07-,개봉영화,장편,한국,84.0,,,,699.0,공포(호러),15세이상관람가,일반영화
73,우리는 매일매일,강유가람,영희야 놀자,,㈜인디스토리,2021-06-,개봉영화,장편,한국,30.0,,,,,다큐멘터리,12세이상관람가,독립/예술영화
74,여고괴담 여섯번째 이야기 : 모교,이미영,(주)씨네이천,,"(주)케이티알파,씨제이 씨지브이(CJ CGV)(주)",2021-06-,개봉영화,장편,한국,603.0,,,,269.0,미스터리,15세이상관람가,일반영화
75,상견니,황천인,,오드,오드,2021-08-,개봉영화,장편,기타,92.0,,,,840.0,드라마,12세이상관람가,일반영화
76,생각의 여름,김종재,너드 조크 필름,,㈜인디스토리,2021-08-,개봉영화,장편,한국,41.0,,,,,드라마,12세이상관람가,독립/예술영화
77,아이윌 송,이상훈,(주)오예스,,(주)라이크콘텐츠,2021-07-,개봉영화,장편,한국,34.0,,,,,드라마,12세이상관람가,독립/예술영화
78,자산어보,이준익,(주)씨네월드,,메가박스중앙(주)플러스엠,2021-03-,개봉영화,장편,한국,,,,,,사극,12세이상관람가,일반영화
79,노매드랜드,클로이 자오,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-04-,개봉영화,장편,미국,181.0,,,,,드라마,12세이상관람가,독립/예술영화
80,온 더 로드,이재한,주식회사 스토리웍스코리아,,CGV ICECON,2021-07-,개봉영화,장편,한국,18.0,,,,991.0,다큐멘터리,전체관람가,일반영화
81,바디 브로커,,,(주)스마일이엔티,(주)스마일이엔티,2021-07-,개봉영화,장편,미국,52.0,,,,,범죄,15세이상관람가,일반영화
82,자마,루크레시아 마르텔,,M&M 인터내셔널,M&M 인터내셔널,2021-08-,개봉영화,장편,아르헨티나,34.0,,,,,드라마,15세이상관람가,독립/예술영화
83,메이드 인 루프탑,김조광수,(주)레인보우팩토리,,(주)엣나인필름,2021-06-,개봉영화,장편,한국,77.0,,,,,드라마,15세이상관람가,독립/예술영화
84,더 파더,플로리안 젤러,,판씨네마(주),판씨네마(주),2021-04-,개봉영화,장편,영국,348.0,,,,,드라마,12세이상관람가,독립/예술영화
85,어웨이,긴츠 질발로디스,,"주식회사 온 피크,(주)씨네필운",(주)씨네필운,2021-08-,개봉영화,장편,기타,19.0,,,,743.0,애니메이션,전체관람가,독립/예술영화
86,죽어도 좋은 경험: 천사여 악녀가 되라,김기영,유성영화(주),,주식회사 블루필름웍스,2021-07-,개봉영화,장편,한국,28.0,,,,,드라마,"연소자관람불가,청소년관람불가",독립/예술영화
87,CCTV,김홍익,채널맥,,마루아트센터(주),2021-07-,개봉영화,장편,한국,1.0,,,,,공포(호러),15세이상관람가,일반영화
88,언더그라운드,김정근,수요일,,(주)시네마달,2021-08-,개봉영화,장편,한국,19.0,,,,728.0,다큐멘터리,12세이상관람가,일반영화
89,프랑켄슈타인,대니 보일,,,CGV ICECON,2021-08-,개봉영화,장편,미국,12.0,,,,695.0,공연,15세이상관람가,일반영화
90,미나리,정이삭,,판씨네마(주),판씨네마(주),2021-03-,개봉영화,장편,미국,,,951.0,,368.0,드라마,12세이상관람가,독립/예술영화
91,북샵,이자벨 코이젯트,,(주)콘텐츠판다,(주)콘텐츠판다,2021-06-,개봉영화,장편,스페인,9.0,,921.0,,439.0,드라마,전체관람가,독립/예술영화
92,아담,마리암 투자니,,시네마 뉴원,시네마 뉴원,2021-08-,개봉영화,장편,모로코,29.0,,900.0,,606.0,드라마,12세이상관람가,독립/예술영화
93,샤먼 로드,최상진,강 컨텐츠,,강 컨텐츠,2021-07-,개봉영화,장편,한국,5.0,,884.0,,407.0,다큐멘터리,12세이상관람가,독립/예술영화
94,사랑하고 사랑받고 차고 차이고,미키 타카히로,,"(주)도키엔터테인먼트,와이드 릴리즈(주)",주식회사 컨텐츠썬,2021-06-,개봉영화,장편,일본,155.0,,854.0,,422.0,드라마,12세이상관람가,독립/예술영화
95,레일로드 워,장성,,(주)엔케이컨텐츠,(주)디스테이션,2021-06-,개봉영화,장편,중국,45.0,,832.0,,252.0,액션,12세이상관람가,독립/예술영화
96,흩어진 밤,"이지형,김솔","(주)타이거시네마,DGC",,영화배급협동조합 씨네소파,2021-06-,개봉영화,장편,한국,49.0,,808.0,,183.0,드라마,전체관람가,독립/예술영화
97,자메이카의 소울: 이나 데 야드,피터 웨버,,(주)엣나인필름,(주)엣나인필름,2021-07-,개봉영화,장편,프랑스,12.0,,789.0,,488.0,다큐멘터리,12세이상관람가,독립/예술영화
98,피어 오브 레인,,,(주)누리픽쳐스,(주)누리픽쳐스,2021-07-,개봉영화,장편,미국,47.0,,780.0,,242.0,드라마,15세이상관람가,일반영화
99,어른들은 몰라요,이환,(주)돈키호테엔터테인먼트,,(주)리틀빅픽쳐스,2021-04-,개봉영화,장편,한국,209.0,,778.0,,778.0,드라마,청소년관람불가,독립/예술영화
100,좀비크러쉬: 헤이리,장현상,GATE6,,필름다빈,2021-06-,개봉영화,장편,한국,23.0,,726.0,,282.0,코미디,15세이상관람가,독립/예술영화
101,극장판 콩순이: 장난감나라 대모험,이선명,(주)모꼬지,,(주)넥스트엔터테인먼트월드(NEW),2021-05-,개봉영화,장편,한국,690.0,,722.0,,370.0,애니메이션,전체관람가,독립/예술영화
102,클라이밍,김혜미,한국영화아카데미,,(주)트리플픽쳐스,2021-06-,개봉영화,장편,한국,110.0,,718.0,,681.0,애니메이션,15세이상관람가,독립/예술영화
103,열아홉,우경희,K'arts,,(주)리틀빅픽쳐스,2021-06-,개봉영화,장편,한국,26.0,,633.0,,401.0,드라마,15세이상관람가,독립/예술영화
104,아야와 마녀,미야자키 고로,,대원미디어(주),(주)리틀빅픽쳐스,2021-06-,개봉영화,장편,일본,362.0,,598.0,,235.0,애니메이션,전체관람가,일반영화
105,청춘선거,민환기,오프 램프,,아이 엠,2021-06-,개봉영화,장편,한국,27.0,,550.0,,111.0,다큐멘터리,12세이상관람가,독립/예술영화
106,그레타 툰베리,나탄 그로스만,,(주)영화사 진진,(주)영화사 진진,2021-06-,개봉영화,장편,미국,30.0,,525.0,,323.0,다큐멘터리,전체관람가,독립/예술영화
107,미션 임파서블: 루벤,밀로라드 크르스틱,,주식회사 더쿱,예지림엔터테인먼트,2021-07-,개봉영화,장편,헝가리,26.0,,502.0,,255.0,애니메이션,15세이상관람가,독립/예술영화
108,화이트 온 화이트,,,대성필름,"대성필름,시네마 뉴원",2021-06-,개봉영화,장편,스페인,34.0,,494.0,,47.0,드라마,12세이상관람가,독립/예술영화
109,더 나이트,,,브릿지웍스 엔터테인먼트(주),와이드 릴리즈(주),2021-07-,개봉영화,장편,기타,25.0,,490.0,,265.0,공포(호러),15세이상관람가,독립/예술영화
110,"식물카페, 온정",최창환,매치컷(주),,매치컷(주),2021-06-,개봉영화,장편,한국,19.0,,475.0,,100.0,기타,전체관람가,독립/예술영화
111,숏버스 감성행,"강인석,안다훈,박경진",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-08-,개봉영화,옴니버스,한국,14.0,,464.0,,297.0,멜로/로맨스,12세이상관람가,독립/예술영화
112,더 레치드: 악령의 저주,,,주식회사 루믹스미디어,(주)드림팩트엔터테인먼트,2021-07-,개봉영화,장편,미국,19.0,,433.0,,108.0,판타지,15세이상관람가,일반영화
113,파이프라인,유하,(주)곰픽쳐스,,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스",2021-05-,개봉영화,장편,한국,777.0,,424.0,,9.0,범죄,15세이상관람가,일반영화
114,뜨거운 밤이 열리면2,김민수,R&R 프로덕션,,R&R 프로덕션,2021-07-,개봉영화,장편,한국,20.0,,400.0,,200.0,성인물(에로),청소년관람불가,일반영화
115,플래시백,,,판씨네마(주),판씨네마(주),2021-06-,개봉영화,장편,캐나다,145.0,,386.0,,194.0,드라마,15세이상관람가,독립/예술영화
116,캐논볼,정승민,디포커스필름,,(주)이놀미디어,2021-08-,개봉영화,장편,한국,12.0,,349.0,,282.0,드라마,12세이상관람가,독립/예술영화
117,뮤턴트 워,제임스 마크,,주식회사 풍경소리,주식회사 풍경소리,2021-07-,개봉영화,장편,캐나다,5.0,,340.0,,140.0,SF,15세이상관람가,독립/예술영화
118,아메리칸 히트맨,커크 코우테,,(주)씨네마블랙,(주)씨네마블랙,2021-07-,개봉영화,장편,캐나다,5.0,,340.0,,140.0,액션,청소년관람불가,독립/예술영화
119,트리거 포인트,브래드 터너,,(주)타임앤드스페이스,(주)타임앤드스페이스,2021-07-,개봉영화,장편,캐나다,5.0,,340.0,,140.0,액션,15세이상관람가,독립/예술영화
120,뱅퀴시,조지 갈로,,,(주)까멜리아이엔티,2021-06-,개봉영화,장편,미국,48.0,,330.0,,330.0,액션,15세이상관람가,일반영화
121,인트로덕션,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2021-05-,개봉영화,장편,한국,91.0,,325.0,,312.0,기타,12세이상관람가,독립/예술영화
122,부활: 그 증거,김상철,파이오니아21,,(주)영화사 진진,2020-10-,개봉영화,장편,한국,111.0,,315.0,,211.0,다큐멘터리,전체관람가,독립/예술영화
123,까치발,권우정,다큐이야기,,(주)시네마달,2021-06-,개봉영화,장편,한국,27.0,,314.0,,18.0,다큐멘터리,12세이상관람가,독립/예술영화
124,배달의 목적,이우민,(주)로드하우스,,노바엔터테인먼트,2021-07-,개봉영화,장편,한국,20.0,,308.0,,142.0,멜로/로맨스,청소년관람불가,일반영화
125,사보타지 1941,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2021-08-,개봉영화,장편,러시아,5.0,,300.0,,220.0,드라마,15세이상관람가,독립/예술영화
126,카발레리아 루스티카나,,,일미디어,일미디어,2021-07-,개봉영화,장편,이탈리아,9.0,,274.0,,126.0,공연,12세이상관람가,일반영화
127,올리버 색스: 그의 생애,릭 번스,,,하준사,2021-08-,개봉영화,장편,미국,9.0,,273.0,,195.0,다큐멘터리,12세이상관람가,독립/예술영화
128,페이블,에구치 칸,,(주)미디어캐슬,"(주)콘텐츠판다,쇼치쿠",2021-07-,개봉영화,장편,일본,5.0,,269.0,,245.0,코미디,15세이상관람가,독립/예술영화
129,어린자매의 유혹,이우민,(주)로드하우스,,노바엔터테인먼트,2021-08-,개봉영화,장편,한국,20.0,,268.0,,81.0,멜로/로맨스,청소년관람불가,일반영화
130,포이즌 로즈,"조지 갈로,프란체스코 친퀘마니",,주식회사 더쿱,예지림엔터테인먼트,2021-07-,개봉영화,장편,미국,14.0,,247.0,,141.0,스릴러,15세이상관람가,독립/예술영화
131,저승보다 낯선,여균동,우사유필름,,(주)스튜디오 보난자,2021-06-,개봉영화,장편,한국,9.0,,233.0,,177.0,드라마,15세이상관람가,독립/예술영화
132,가족은 괴로워3: 아내여 장미처럼,야마다 요지,,(주)미디어캐슬,(주)미디어캐슬,2021-08-,개봉영화,장편,일본,4.0,,207.0,,27.0,드라마,전체관람가,독립/예술영화
133,프로페서 앤 매드맨,P.B. 셰므란,,그린나래미디어(주),그린나래미디어(주),2021-06-,개봉영화,장편,미국,320.0,,192.0,,132.0,드라마,15세이상관람가,독립/예술영화
134,신해석 삼국지,후쿠다 유이치,,(주)미디어캐슬,"(주)리틀빅픽쳐스,(주)레드로버",2021-06-,개봉영화,장편,일본,17.0,,178.0,,170.0,코미디,12세이상관람가,독립/예술영화
135,숲의 비명 : 사라진 사람들,전혜림,"(주)트리필름,(주)포레스트필름",,(주)트리필름,2021-08-,개봉영화,장편,한국,6.0,,171.0,,106.0,공포(호러),15세이상관람가,독립/예술영화
136,"그 여름, 가장 차가웠던",주순,,(주)싸이더스,"(주)싸이더스,찬란",2021-06-,개봉영화,장편,중국,102.0,,164.0,,103.0,드라마,15세이상관람가,독립/예술영화
137,슈퍼딥,,,,주식회사 루믹스미디어,2021-08-,개봉영화,장편,러시아,5.0,,152.0,0.0,0.0,공포(호러),15세이상관람가,독립/예술영화
138,강호아녀,지아 장 커,,(주)에스와이코마드,(주)에스와이코마드,2021-06-,개봉영화,장편,프랑스,45.0,,144.0,,110.0,드라마,15세이상관람가,독립/예술영화
139,캐시트럭,가이 리치,,(유)조이앤시네마,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",2021-06-,개봉영화,장편,미국,938.0,,142.0,,120.0,액션,청소년관람불가,일반영화
140,배틀 크랙,존 슈이츠,,(주)이놀미디어,(주)이놀미디어,2021-07-,개봉영화,장편,미국,5.0,,140.0,,40.0,SF,15세이상관람가,일반영화
141,에이리,오오토모 케이시,,(주)미디어캐슬,(주)미디어캐슬,2021-07-,개봉영화,장편,일본,4.0,,130.0,,107.0,미스터리,15세이상관람가,독립/예술영화
142,켈리 갱,저스틴 커젤,,오드,오드,2021-08-,개봉영화,장편,호주,9.0,,127.0,,98.0,범죄,15세이상관람가,독립/예술영화
143,허리 고 라운드,,,,(주)미디어캐슬,2021-07-,개봉영화,장편,일본,4.0,,122.0,,115.0,다큐멘터리,15세이상관람가,독립/예술영화
144,사제로부터 온 편지,최종태,(주)영화사소요,,(주)드림팩트엔터테인먼트,2021-08-,개봉영화,장편,한국,4.0,,118.0,,19.0,다큐멘터리,전체관람가,독립/예술영화
145,내겐 너무 소중한 너,"이창원,권성모",(주)파인스토리,,(주)파인스토리,2021-05-,개봉영화,장편,한국,449.0,,116.0,0.0,0.0,드라마,12세이상관람가,독립/예술영화
146,더 데빌,이지나,씨제이 씨지브이(CJ CGV)(주),,CGV ICECON,2021-06-,개봉영화,장편,한국,19.0,,104.0,,104.0,뮤지컬,15세이상관람가,일반영화
147,고추와 바나나,핑크라이더,비스킷미디어,,(주)메이크아트,2021-08-,개봉영화,장편,한국,5.0,,100.0,,20.0,드라마,청소년관람불가,일반영화
148,대테러부대: 팀 울프,알페르 카글라,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2021-08-,개봉영화,장편,기타,5.0,,100.0,,20.0,전쟁,15세이상관람가,독립/예술영화
