NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
54.0,두 사람을 위한 식탁,김보람,킴프로덕션,,필름다빈,20231025.0,개봉영화,장편,한국,37.0,26049100.0,3165.0,17401400.0,2042.0,다큐멘터리,12세이상관람가,독립/예술영화
55.0,본 투 플라이,류효세,,(주)빅웨이브시네마,와이드 릴리즈(주),20231122.0,개봉영화,장편,중국,72.0,24925466.0,3135.0,7387628.0,775.0,액션,12세이상관람가,일반영화
56.0,5시부터 7시까지의 주희,장건재,(주)모쿠슈라,,"(주)모쿠슈라,㈜인디스토리",20231108.0,개봉영화,장편,한국,41.0,18364047.0,2182.0,10268767.0,1173.0,드라마,12세이상관람가,독립/예술영화
57.0,엘리멘탈,피터 손,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20230614.0,개봉영화,장편,미국,1251.0,19513200.0,2097.0,0.0,0.0,애니메이션,전체관람가,일반영화
58.0,천박사 퇴마 연구소: 설경의 비밀,김성식,(주)외유내강,,(주)씨제이이엔엠,20230927.0,개봉영화,장편,한국,1511.0,16069324.0,2031.0,4328584.0,401.0,판타지,12세이상관람가,일반영화
59.0,티빙 오리지널 운수 오진 날,필감성,"스튜디오 드래곤,스튜디오엔(주)",,씨제이 씨지브이(CJ CGV)(주),20231117.0,개봉영화,장편,한국,9.0,20822500.0,1797.0,20822500.0,1797.0,스릴러,청소년관람불가,일반영화
60.0,바비 IMAX,그레타 거윅,,워너브러더스 코리아(주),워너브러더스 코리아(주),20231101.0,개봉영화,장편,미국,20.0,28875000.0,1724.0,14094000.0,785.0,드라마,12세이상관람가,일반영화
61.0,그림자 고백,이대경,(주)아센디오,,와이드 릴리즈(주),20231125.0,개봉영화,장편,한국,7.0,16877200.0,1653.0,16612700.0,1627.0,드라마,15세이상관람가,일반영화
62.0,느티나무 아래,오정훈,영화제작소 숲길,,"미디어나무(주),스튜디오 에이드",20231115.0,개봉영화,장편,한국,13.0,14544950.0,1596.0,2687600.0,295.0,다큐멘터리,전체관람가,독립/예술영화
63.0,백지영 콘서트 인 시네마,조윤수,(주)영화사 그램,,"롯데컬처웍스(주)롯시플,(주)영화사 그램",20231110.0,개봉영화,장편,한국,47.0,14346450.0,1558.0,8082360.0,851.0,공연,전체관람가,일반영화
64.0,아버지의 마음,김상철,파이오니아21,,"(주)드림팩트엔터테인먼트,파이오니아21",20230720.0,개봉영화,장편,한국,85.0,14516000.0,1486.0,7040000.0,704.0,다큐멘터리,전체관람가,일반영화
65.0,독친,김수인,"(주)미스터리픽처스,(주)영화사조아",,(주)트리플픽쳐스,20231101.0,개봉영화,장편,한국,52.0,13206811.0,1434.0,5253506.0,496.0,공포(호러),15세이상관람가,독립/예술영화
66.0,시수,얄마리 헬렌더,,(주)도키엔터테인먼트,(주)이놀미디어,20231025.0,개봉영화,장편,기타,175.0,9629510.0,1428.0,2700410.0,319.0,,청소년관람불가,독립/예술영화
67.0,타임코드 57,러스티 컨디에프,,(주)퍼스트런,(주)무비다이브,20231122.0,개봉영화,장편,미국,47.0,11413551.0,1424.0,5071778.0,628.0,SF,12세이상관람가,일반영화
68.0,버텨내고 존재하기,권철,,,(주)엣나인필름,20231101.0,개봉영화,장편,한국,28.0,14196914.0,1381.0,8815814.0,767.0,다큐멘터리,전체관람가,독립/예술영화
69.0,브루스 윌리스의 라스트 미션: 데이 투 다이,,,(주)퍼스트런,(주)무비다이브,20231115.0,개봉영화,장편,캐나다,45.0,11083678.0,1379.0,5535539.0,688.0,액션,청소년관람불가,일반영화
70.0,화사한 그녀,이승준,"(주)신영이엔씨,(주)제이앤씨미디어그룹",,"(주)제이앤씨미디어그룹,(주)스튜디오 산타클로스엔터테인먼트",20231011.0,개봉영화,장편,한국,414.0,10252400.0,1278.0,2954500.0,381.0,코미디,12세이상관람가,일반영화
71.0,레슬리에게,마이클 모리스,,(주)영화사 진진,"(주)영화사 진진,(주)하이스트레인저",20231129.0,개봉영화,장편,미국,32.0,9686728.0,1193.0,8214000.0,975.0,드라마,15세이상관람가,독립/예술영화
72.0,너를 줍다,심혜정,시내필름,,영화로운 형제,20231108.0,개봉영화,장편,한국,28.0,10745501.0,1141.0,8447951.0,863.0,멜로/로맨스,12세이상관람가,독립/예술영화
73.0,사형에 이르는 병,시라이시 카즈야,,(주)태양미디어그룹,"(주)태양미디어그룹,와이드 릴리즈(주)",20231129.0,개봉영화,장편,일본,28.0,10221895.0,1124.0,9109656.0,983.0,,청소년관람불가,독립/예술영화
74.0,비욘드 라이브 더 무비 - 태민 : 엔.지.디.에이,,,,씨제이 씨지브이(CJ CGV)(주),20231129.0,개봉영화,장편,한국,30.0,18281500.0,1108.0,11797000.0,715.0,공연,전체관람가,일반영화
75.0,치치핑핑의 쿵쿵따 탐험대,이광범,(주)에픽캔,,(주)에픽캔,20230410.0,개봉영화,장편,한국,4.0,6483000.0,1066.0,864000.0,144.0,공연,전체관람가,일반영화
76.0,매트,최지온,액츠픽쳐스,,시네마 뉴원,20231130.0,개봉영화,장편,한국,9.0,11002600.0,1026.0,7665600.0,763.0,미스터리,12세이상관람가,독립/예술영화
77.0,바비,그레타 거윅,,워너브러더스 코리아(주),워너브러더스 코리아(주),20230719.0,개봉영화,장편,미국,780.0,8257000.0,952.0,3863000.0,444.0,기타,12세이상관람가,일반영화
78.0,너를 부르는 시간,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20231115.0,개봉영화,장편,중국,36.0,8472258.0,926.0,4770056.0,490.0,멜로/로맨스,12세이상관람가,일반영화
79.0,익스펜더블 4,스캇 워프,,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",20231018.0,개봉영화,장편,미국,634.0,8835000.0,919.0,791600.0,81.0,액션,청소년관람불가,일반영화
80.0,크리에이터,가렛 에드워즈,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20231003.0,개봉영화,장편,미국,878.0,8370039.0,899.0,6168039.0,614.0,SF,12세이상관람가,일반영화
81.0,달짝지근해: 7510,이한,(주)무비락,,(주)마인드마크,20230815.0,개봉영화,장편,한국,884.0,6094000.0,859.0,0.0,0.0,코미디,12세이상관람가,일반영화
82.0,오펜하이머,크리스토퍼 놀란,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20230815.0,개봉영화,장편,미국,1636.0,8110780.0,850.0,5042480.0,515.0,스릴러,15세이상관람가,일반영화
83.0,아워 프렌드,가브리엘라 코우퍼스웨이트,,(주)영화사오원,(주)디스테이션,20231122.0,개봉영화,장편,미국,30.0,6546667.0,813.0,3098139.0,344.0,드라마,15세이상관람가,독립/예술영화
84.0,붉은 장미의 추억,백재호,(주)프로젝트42,,(주)프로젝트42,20231102.0,개봉영화,장편,한국,5.0,6487000.0,809.0,4321000.0,490.0,드라마,12세이상관람가,독립/예술영화
85.0,우리의 하루,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",20231019.0,개봉영화,장편,한국,47.0,7110500.0,787.0,5542500.0,576.0,드라마,12세이상관람가,독립/예술영화
86.0,드림쏭2,마크 밸도,,주식회사 원더스튜디오,주식회사 원더스튜디오,20231003.0,개봉영화,장편,미국,389.0,4577132.0,766.0,0.0,0.0,애니메이션,전체관람가,일반영화
87.0,에브리씽 에브리웨어 올 앳 원스,"다니엘 콴,다니엘 쉐이너트",,(주)더쿱디스트리뷰션,워터홀컴퍼니(주),20221012.0,개봉영화,장편,미국,620.0,7330920.0,750.0,6808920.0,670.0,액션,15세이상관람가,독립/예술영화
88.0,탄생,박흥식,"민영화사,가톨릭문화원 ALMA ART",,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",20221130.0,개봉영화,장편,한국,670.0,4494000.0,747.0,0.0,0.0,드라마,12세이상관람가,일반영화
89.0,아줌마,허 슈밍,(주)더웨일컴퍼니,(주)싸이더스,"(주)싸이더스,스튜디오 에이드",20231129.0,개봉영화,장편,한국,30.0,6157458.0,746.0,4639828.0,537.0,드라마,12세이상관람가,독립/예술영화
90.0,걸스 인 원더랜드 : 벤타엑스 브이알 뮤직시네마 02,,,,벤타브이알,20231103.0,개봉영화,장편,한국,1.0,18350000.0,734.0,15300000.0,612.0,,전체관람가,일반영화
91.0,앵그리 애니,블란딘 르누아르,,에이케이엔터테인먼트(주),(주)팝엔터테인먼트,20231101.0,개봉영화,장편,프랑스,21.0,7116306.0,630.0,6275706.0,535.0,드라마,12세이상관람가,독립/예술영화
92.0,가문의 영광: 리턴즈,"정태원,정용기",(주)태원엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),20230921.0,개봉영화,장편,한국,823.0,3813000.0,614.0,0.0,0.0,코미디,15세이상관람가,일반영화
93.0,마크로스 플러스 -무비 에디션-,카와모리 쇼지,,미라지엔터테인먼트,(주)라이크콘텐츠,20231129.0,개봉영화,장편,일본,43.0,5244791.0,611.0,3017168.0,347.0,애니메이션,15세이상관람가,일반영화
94.0,괴담만찬,"안상훈,윤은경,김용균,임대웅,채여준","(주)스튜디오투유,(주)아이뉴컴퍼니",,"TCO(주)더콘텐츠온,(주)블루라벨픽쳐스,(주)대교 미디어콘텐츠사업본부",20231018.0,개봉영화,옴니버스,한국,162.0,5261624.0,585.0,2259356.0,250.0,공포(호러),15세이상관람가,일반영화
95.0,엑소시스트: 믿는 자,데이빗 고든 그린,유니버설픽쳐스인터내셔널 코리아(유),,유니버설픽쳐스인터내셔널 코리아(유),20231018.0,개봉영화,장편,미국,630.0,5571467.0,516.0,2554850.0,215.0,공포(호러),15세이상관람가,일반영화
96.0,무경계,진재운,(주)KNN,,"(주)빅브라더스,(주)드림팩트엔터테인먼트",20231130.0,개봉영화,장편,한국,9.0,4892539.0,501.0,3602039.0,382.0,다큐멘터리,전체관람가,독립/예술영화
97.0,어느 날 그녀가 우주에서,구상범,영화사 온난전선,,(주)이놀미디어,20231122.0,개봉영화,장편,한국,16.0,4308500.0,487.0,3497000.0,380.0,멜로/로맨스,12세이상관람가,독립/예술영화
98.0,더 챔피언,다니엘 그레이엄,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,20231115.0,개봉영화,장편,영국,18.0,5083489.0,465.0,3444889.0,297.0,액션,15세이상관람가,일반영화
99.0,세일즈걸,생게도르지 잔치브로드지,,대성필림,대성필림,20231115.0,개봉영화,장편,몽고,10.0,4183039.0,456.0,3539039.0,386.0,드라마,15세이상관람가,독립/예술영화
100.0,몬스터 패밀리 2,호거 태프,,(주)퍼스트런,메가박스중앙(주),20230802.0,개봉영화,장편,영국,434.0,2512000.0,451.0,0.0,0.0,애니메이션,전체관람가,독립/예술영화
101.0,키리에의 노래: 디렉터스 컷,이와이 슌지,,(주)미디어캐슬,이화배컴퍼니(주),20231124.0,개봉영화,장편,일본,9.0,4121218.0,442.0,3599438.0,382.0,드라마,15세이상관람가,독립/예술영화
102.0,여덟 개의 산,펠릭스 반 그뢰닝엔,,(주)영화사 진진,(주)영화사 진진,20230920.0,개봉영화,장편,이탈리아,44.0,2742000.0,423.0,425000.0,52.0,드라마,12세이상관람가,독립/예술영화
103.0,80일간의 세계일주,,,(주)제이앤씨미디어그룹,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",20230927.0,개봉영화,장편,프랑스,171.0,2377000.0,423.0,0.0,0.0,애니메이션,전체관람가,일반영화
104.0,너는 내 아들,,,주식회사 블루필름웍스,"주식회사 블루필름웍스,(주)버킷스튜디오",20230628.0,개봉영화,장편,미국,117.0,3626000.0,422.0,762000.0,97.0,드라마,12세이상관람가,일반영화
105.0,문바운드,알리 사마디 아하디,,(주)다시봄이엔티,주식회사 블루필름웍스,20231019.0,개봉영화,장편,기타,68.0,2612000.0,408.0,0.0,0.0,판타지,전체관람가,독립/예술영화
106.0,더 넌 2,마이클 차베즈,,워너브러더스 코리아(주),워너브러더스 코리아(주),20230927.0,개봉영화,장편,미국,720.0,3231800.0,401.0,726800.0,91.0,공포(호러),15세이상관람가,일반영화
107.0,밀수,류승완,(주)외유내강,,(주)넥스트엔터테인먼트월드(NEW),20230726.0,개봉영화,장편,한국,1932.0,2445000.0,401.0,0.0,0.0,액션,15세이상관람가,일반영화
108.0,믿을 수 있는 사람,곽은미,한국영화아카데미,,찬란,20231018.0,개봉영화,장편,한국,62.0,3141000.0,392.0,1595000.0,137.0,드라마,12세이상관람가,독립/예술영화
109.0,"여름을 향한 터널, 이별의 출구",타구치 토모히사,,(주)미디어캐슬,(주)미디어캐슬,20230914.0,개봉영화,장편,일본,269.0,3668112.0,358.0,2048000.0,178.0,애니메이션,12세이상관람가,독립/예술영화
110.0,나의 행복한 결혼,,,(주)엔케이컨텐츠,(주)디스테이션,20231011.0,개봉영화,장편,일본,109.0,2897784.0,303.0,2216884.0,233.0,판타지,12세이상관람가,일반영화
111.0,프리 철수 리,"하줄리,이성민",,,커넥트픽쳐스(주),20231018.0,개봉영화,장편,한국,59.0,2096500.0,291.0,1710000.0,225.0,다큐멘터리,12세이상관람가,독립/예술영화
112.0,사랑의 불시착: 라이브 인 서울,박재석,(주)위즈온센,,"(주)위즈온센,씨제이 씨지브이(CJ CGV)(주)",20231130.0,개봉영화,장편,한국,16.0,3670000.0,270.0,2558000.0,214.0,드라마,12세이상관람가,일반영화
113.0,물귀신,임지훈,"(주)콘텐츠지,(주)이오콘텐츠그룹",,(주)라온컴퍼니플러스,20231109.0,개봉영화,장편,한국,5.0,2577000.0,265.0,2470000.0,247.0,공포(호러),12세이상관람가,독립/예술영화
114.0,콘돌스 네스트,필 블래튼버거,,,주식회사 풍경소리,20231116.0,개봉영화,장편,미국,22.0,1524000.0,254.0,0.0,0.0,액션,15세이상관람가,일반영화
115.0,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지 넘어 하늘까지!,,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),20230810.0,개봉영화,장편,영국,245.0,1902000.0,239.0,0.0,0.0,애니메이션,전체관람가,독립/예술영화
116.0,아르고 원정대: 꼬마 영웅 패티의 대모험,"다비드 알로,에릭 토스티",,그린나래미디어(주),(주)스튜디오디에이치엘,20230921.0,개봉영화,장편,프랑스,516.0,1377000.0,233.0,0.0,0.0,애니메이션,전체관람가,독립/예술영화
117.0,당나귀 EO,예르지 스콜리모프스키,,찬란,"찬란,(주)하이스트레인저",20231003.0,개봉영화,장편,폴란드,35.0,1604000.0,218.0,236000.0,29.0,드라마,15세이상관람가,독립/예술영화
